customer_id,item_id,event_type,event_value,event_date
C00737,ITEM_043,purchase,5,2026-01-29
C00367,ITEM_040,play,3,2026-05-03
C00448,ITEM_053,view,1,2026-02-25
C00394,ITEM_050,purchase,5,2026-02-03
C00781,ITEM_016,play,3,2026-05-01
C00911,ITEM_009,play,3,2026-02-03
C00130,ITEM_021,view,1,2026-05-30
C00495,ITEM_010,view,1,2026-02-26
C00016,ITEM_043,view,1,2026-04-28
C00542,ITEM_040,play,3,2026-04-14
C00297,ITEM_000,view,1,2026-04-17
C00402,ITEM_065,view,1,2026-02-24
C00547,ITEM_057,view,1,2026-01-16
C00388,ITEM_037,view,1,2026-04-26
C00472,ITEM_012,view,1,2026-03-20
C00917,ITEM_012,view,1,2026-06-25
C00972,ITEM_074,play,3,2026-06-10
C00007,ITEM_018,view,1,2026-01-14
C00453,ITEM_068,view,1,2026-03-07
C01016,ITEM_053,view,1,2026-03-16
C00636,ITEM_049,view,1,2026-03-10
C00246,ITEM_066,view,1,2026-05-11
C00712,ITEM_071,view,1,2026-03-06
C00173,ITEM_021,purchase,5,2026-01-28
C00026,ITEM_078,purchase,5,2026-03-07
C00758,ITEM_010,play,3,2026-05-22
C00618,ITEM_061,play,3,2026-03-14
C00907,ITEM_030,view,1,2026-02-21
C00413,ITEM_050,view,1,2026-05-20
C01025,ITEM_066,view,1,2026-01-12
C00505,ITEM_035,play,3,2026-03-23
C00885,ITEM_006,view,1,2026-01-19
C00120,ITEM_065,view,1,2026-04-20
C00116,ITEM_010,view,1,2026-06-11
C00939,ITEM_056,view,1,2026-03-21
C01000,ITEM_035,play,3,2026-06-26
C01130,ITEM_037,view,1,2026-06-07
C00389,ITEM_020,view,1,2026-05-11
C00026,ITEM_040,view,1,2026-02-02
C01175,ITEM_014,play,3,2026-01-06
C00721,ITEM_018,view,1,2026-01-23
C00296,ITEM_037,view,1,2026-03-04
C00916,ITEM_063,play,3,2026-03-15
C01084,ITEM_041,view,1,2026-02-07
C00341,ITEM_070,play,3,2026-06-25
C00923,ITEM_021,view,1,2026-05-14
C00945,ITEM_001,purchase,5,2026-05-06
C00602,ITEM_024,view,1,2026-04-28
C00758,ITEM_008,view,1,2026-04-21
C00323,ITEM_041,purchase,5,2026-06-08
C01114,ITEM_079,view,1,2026-03-12
C01179,ITEM_039,play,3,2026-01-26
C01177,ITEM_014,view,1,2026-02-23
C00884,ITEM_046,view,1,2026-02-11
C00050,ITEM_058,view,1,2026-06-22
C00439,ITEM_069,view,1,2026-04-13
C00533,ITEM_038,play,3,2026-03-18
C01151,ITEM_033,view,1,2026-01-05
C00656,ITEM_041,view,1,2026-05-08
C00643,ITEM_017,view,1,2026-04-27
C00176,ITEM_008,view,1,2026-05-26
C00952,ITEM_061,view,1,2026-01-24
C00403,ITEM_011,purchase,5,2026-04-29
C00110,ITEM_055,view,1,2026-03-07
C01185,ITEM_046,view,1,2026-02-11
C00228,ITEM_037,view,1,2026-02-10
C00019,ITEM_030,view,1,2026-02-21
C00093,ITEM_078,view,1,2026-05-12
C00543,ITEM_063,play,3,2026-01-05
C00123,ITEM_013,view,1,2026-06-20
C01011,ITEM_077,play,3,2026-06-24
C00614,ITEM_010,view,1,2026-06-24
C00388,ITEM_064,view,1,2026-05-31
C00003,ITEM_034,play,3,2026-02-28
C00575,ITEM_032,play,3,2026-03-14
C00181,ITEM_040,purchase,5,2026-01-23
C01173,ITEM_038,view,1,2026-06-10
C00349,ITEM_010,purchase,5,2026-05-19
C00569,ITEM_012,play,3,2026-01-28
C00022,ITEM_058,play,3,2026-06-28
C00157,ITEM_055,play,3,2026-01-08
C00248,ITEM_031,purchase,5,2026-05-19
C00062,ITEM_035,view,1,2026-01-25
C00871,ITEM_030,play,3,2026-05-15
C01134,ITEM_068,play,3,2026-06-09
C01182,ITEM_005,play,3,2026-06-21
C00318,ITEM_052,play,3,2026-01-29
C00946,ITEM_024,view,1,2026-01-30
C00604,ITEM_013,view,1,2026-01-13
C00055,ITEM_012,view,1,2026-05-28
C00108,ITEM_032,play,3,2026-02-03
C00657,ITEM_011,play,3,2026-03-12
C00508,ITEM_054,play,3,2026-03-16
C00010,ITEM_026,play,3,2026-03-05
C01116,ITEM_068,view,1,2026-03-31
C00876,ITEM_011,view,1,2026-03-04
C00602,ITEM_028,play,3,2026-02-12
C01184,ITEM_030,play,3,2026-03-11
C01165,ITEM_053,play,3,2026-05-26
C01168,ITEM_023,play,3,2026-01-22
C00310,ITEM_013,purchase,5,2026-06-22
C01057,ITEM_032,view,1,2026-03-15
C00605,ITEM_072,play,3,2026-02-22
C00871,ITEM_065,view,1,2026-03-22
C01031,ITEM_046,view,1,2026-06-17
C00195,ITEM_079,view,1,2026-05-26
C00537,ITEM_061,view,1,2026-05-28
C00154,ITEM_061,view,1,2026-02-09
C00335,ITEM_031,play,3,2026-06-09
C00496,ITEM_039,view,1,2026-05-08
C01026,ITEM_075,view,1,2026-01-11
C01035,ITEM_074,view,1,2026-03-18
C00467,ITEM_057,view,1,2026-05-31
C00395,ITEM_007,play,3,2026-04-06
C00636,ITEM_012,view,1,2026-04-16
C01094,ITEM_036,view,1,2026-03-09
C01171,ITEM_044,purchase,5,2026-01-07
C00272,ITEM_049,play,3,2026-06-09
C00223,ITEM_021,play,3,2026-05-16
C00848,ITEM_062,play,3,2026-02-18
C00361,ITEM_066,view,1,2026-02-13
C00239,ITEM_016,play,3,2026-04-04
C00037,ITEM_062,view,1,2026-05-24
C00483,ITEM_012,view,1,2026-01-16
C00470,ITEM_039,view,1,2026-04-23
C00675,ITEM_070,play,3,2026-06-02
C00240,ITEM_024,view,1,2026-03-30
C00857,ITEM_054,view,1,2026-01-10
C00816,ITEM_068,view,1,2026-01-05
C00554,ITEM_039,play,3,2026-01-30
C00217,ITEM_068,view,1,2026-06-10
C00608,ITEM_051,view,1,2026-03-24
C00809,ITEM_040,view,1,2026-01-27
C00447,ITEM_009,play,3,2026-06-12
C00316,ITEM_057,view,1,2026-05-30
C00607,ITEM_024,purchase,5,2026-01-27
C00426,ITEM_022,view,1,2026-05-04
C00480,ITEM_073,view,1,2026-03-01
C00418,ITEM_027,view,1,2026-01-13
C00364,ITEM_028,view,1,2026-01-12
C00860,ITEM_075,view,1,2026-04-08
C00552,ITEM_023,view,1,2026-06-01
C00559,ITEM_058,play,3,2026-06-23
C00783,ITEM_041,view,1,2026-05-07
C00433,ITEM_005,view,1,2026-06-16
C00121,ITEM_046,view,1,2026-02-12
C01023,ITEM_036,view,1,2026-01-27
C00066,ITEM_058,view,1,2026-01-20
C00686,ITEM_031,view,1,2026-02-01
C00318,ITEM_019,view,1,2026-05-16
C00256,ITEM_018,view,1,2026-01-28
C00050,ITEM_042,purchase,5,2026-03-19
C01080,ITEM_079,play,3,2026-05-17
C00515,ITEM_036,purchase,5,2026-06-16
C00411,ITEM_010,view,1,2026-01-29
C00889,ITEM_065,play,3,2026-02-03
C00046,ITEM_025,view,1,2026-01-12
C00677,ITEM_033,view,1,2026-01-21
C00593,ITEM_067,play,3,2026-03-12
C00664,ITEM_008,view,1,2026-02-26
C00148,ITEM_010,view,1,2026-06-24
C01143,ITEM_016,play,3,2026-03-21
C00286,ITEM_030,view,1,2026-02-25
C00814,ITEM_068,view,1,2026-03-26
C00896,ITEM_050,view,1,2026-05-11
C00412,ITEM_062,view,1,2026-03-02
C00156,ITEM_026,purchase,5,2026-01-26
C00356,ITEM_033,view,1,2026-03-17
C00968,ITEM_032,view,1,2026-04-22
C01087,ITEM_009,view,1,2026-02-26
C01124,ITEM_044,purchase,5,2026-04-15
C00271,ITEM_026,play,3,2026-02-28
C00727,ITEM_076,view,1,2026-06-12
C00181,ITEM_055,purchase,5,2026-06-09
C00852,ITEM_069,view,1,2026-05-09
C00499,ITEM_015,play,3,2026-05-31
C00856,ITEM_008,view,1,2026-01-22
C00822,ITEM_034,view,1,2026-04-28
C01191,ITEM_045,view,1,2026-03-14
C00586,ITEM_044,purchase,5,2026-05-20
C00409,ITEM_052,purchase,5,2026-01-01
C00632,ITEM_066,view,1,2026-02-03
C00195,ITEM_026,view,1,2026-02-13
C00134,ITEM_023,view,1,2026-04-11
C00623,ITEM_021,view,1,2026-06-24
C00990,ITEM_029,view,1,2026-06-11
C00639,ITEM_047,view,1,2026-03-24
C00938,ITEM_064,play,3,2026-01-01
C00213,ITEM_033,view,1,2026-06-06
C00539,ITEM_033,purchase,5,2026-04-14
C00735,ITEM_072,view,1,2026-01-05
C00417,ITEM_027,view,1,2026-04-27
C00016,ITEM_013,view,1,2026-06-08
C00088,ITEM_027,view,1,2026-06-06
C01113,ITEM_003,play,3,2026-06-10
C00726,ITEM_029,play,3,2026-06-25
C00317,ITEM_071,view,1,2026-04-28
C00310,ITEM_064,view,1,2026-04-21
C00047,ITEM_071,play,3,2026-01-21
C01133,ITEM_024,view,1,2026-04-24
C00129,ITEM_033,view,1,2026-06-07
C00911,ITEM_067,play,3,2026-05-27
C00288,ITEM_060,view,1,2026-06-11
C00402,ITEM_014,view,1,2026-01-31
C00328,ITEM_067,play,3,2026-02-06
C00989,ITEM_008,purchase,5,2026-06-04
C00039,ITEM_020,view,1,2026-06-19
C00422,ITEM_042,view,1,2026-04-05
C00335,ITEM_052,play,3,2026-06-08
C00327,ITEM_063,view,1,2026-05-03
C00231,ITEM_058,view,1,2026-02-06
C01094,ITEM_022,view,1,2026-04-02
C00454,ITEM_028,play,3,2026-03-12
C00501,ITEM_057,view,1,2026-05-23
C00462,ITEM_075,view,1,2026-03-02
C01176,ITEM_069,view,1,2026-02-01
C00406,ITEM_077,view,1,2026-03-31
C00410,ITEM_054,purchase,5,2026-03-31
C00393,ITEM_038,view,1,2026-06-10
C00392,ITEM_061,view,1,2026-01-02
C00107,ITEM_006,purchase,5,2026-06-07
C00725,ITEM_074,view,1,2026-02-08
C00030,ITEM_073,view,1,2026-02-01
C00271,ITEM_040,view,1,2026-03-17
C00242,ITEM_041,play,3,2026-04-10
C00349,ITEM_042,play,3,2026-06-17
C00907,ITEM_011,play,3,2026-04-07
C00719,ITEM_016,view,1,2026-01-27
C01188,ITEM_058,view,1,2026-03-23
C00421,ITEM_002,view,1,2026-06-15
C01114,ITEM_054,purchase,5,2026-05-09
C00053,ITEM_024,view,1,2026-02-09
C00605,ITEM_011,play,3,2026-04-27
C00958,ITEM_047,play,3,2026-05-13
C00638,ITEM_021,view,1,2026-02-19
C01119,ITEM_035,view,1,2026-04-06
C00377,ITEM_069,view,1,2026-03-04
C00039,ITEM_055,view,1,2026-02-02
C00928,ITEM_077,purchase,5,2026-06-09
C00081,ITEM_031,view,1,2026-02-27
C00917,ITEM_032,purchase,5,2026-02-28
C00880,ITEM_054,view,1,2026-01-19
C01013,ITEM_010,view,1,2026-03-21
C00574,ITEM_068,purchase,5,2026-04-26
C01074,ITEM_028,play,3,2026-06-25
C00203,ITEM_037,view,1,2026-05-20
C00521,ITEM_040,play,3,2026-06-04
C00146,ITEM_005,play,3,2026-06-27
C00920,ITEM_024,play,3,2026-05-06
C00857,ITEM_011,play,3,2026-06-04
C00967,ITEM_048,view,1,2026-02-24
C00917,ITEM_056,view,1,2026-05-09
C00370,ITEM_000,view,1,2026-04-24
C00081,ITEM_000,view,1,2026-03-23
C01115,ITEM_065,view,1,2026-04-26
C00591,ITEM_026,view,1,2026-05-10
C00113,ITEM_067,view,1,2026-03-16
C01112,ITEM_052,view,1,2026-06-01
C01193,ITEM_062,view,1,2026-01-07
C00534,ITEM_030,view,1,2026-02-28
C00924,ITEM_024,view,1,2026-03-07
C00043,ITEM_057,play,3,2026-05-30
C00111,ITEM_050,view,1,2026-04-02
C00331,ITEM_045,view,1,2026-06-17
C00787,ITEM_029,view,1,2026-06-21
C00160,ITEM_049,view,1,2026-03-24
C00041,ITEM_031,view,1,2026-05-11
C00802,ITEM_071,view,1,2026-02-14
C00924,ITEM_056,play,3,2026-01-20
C00887,ITEM_031,play,3,2026-03-30
C00959,ITEM_067,view,1,2026-02-24
C00963,ITEM_005,view,1,2026-05-12
C00722,ITEM_066,view,1,2026-04-04
C00623,ITEM_033,view,1,2026-01-25
C01028,ITEM_018,view,1,2026-03-23
C00417,ITEM_066,play,3,2026-03-14
C00117,ITEM_052,view,1,2026-01-01
C00902,ITEM_005,play,3,2026-04-09
C00331,ITEM_021,view,1,2026-06-18
C01174,ITEM_036,view,1,2026-06-11
C00497,ITEM_050,play,3,2026-06-12
C01022,ITEM_064,view,1,2026-06-10
C00050,ITEM_029,view,1,2026-06-16
C00791,ITEM_064,view,1,2026-01-18
C00537,ITEM_063,play,3,2026-03-19
C00555,ITEM_030,view,1,2026-04-09
C00318,ITEM_074,purchase,5,2026-05-31
C01165,ITEM_075,purchase,5,2026-03-09
C00471,ITEM_023,play,3,2026-05-08
C01020,ITEM_044,view,1,2026-05-21
C00510,ITEM_069,play,3,2026-04-03
C00057,ITEM_043,view,1,2026-02-13
C01055,ITEM_059,play,3,2026-01-14
C00222,ITEM_063,view,1,2026-03-22
C00324,ITEM_045,view,1,2026-01-31
C01033,ITEM_028,view,1,2026-04-26
C01072,ITEM_041,play,3,2026-02-12
C01100,ITEM_066,play,3,2026-06-07
C00511,ITEM_025,view,1,2026-06-11
C00908,ITEM_067,view,1,2026-05-31
C00393,ITEM_016,play,3,2026-04-30
C00888,ITEM_036,play,3,2026-01-21
C00603,ITEM_006,play,3,2026-06-26
C00062,ITEM_068,view,1,2026-01-12
C00501,ITEM_056,play,3,2026-04-12
C00561,ITEM_009,play,3,2026-05-25
C00308,ITEM_017,view,1,2026-01-16
C00449,ITEM_042,view,1,2026-03-31
C00603,ITEM_039,view,1,2026-03-27
C00059,ITEM_009,view,1,2026-02-05
C00182,ITEM_071,play,3,2026-01-21
C00920,ITEM_036,view,1,2026-06-13
C00422,ITEM_053,view,1,2026-06-12
C00730,ITEM_060,view,1,2026-01-17
C00678,ITEM_013,play,3,2026-02-20
C00661,ITEM_026,play,3,2026-03-12
C00496,ITEM_058,view,1,2026-02-05
C00579,ITEM_061,play,3,2026-01-12
C00988,ITEM_017,view,1,2026-04-03
C01158,ITEM_025,play,3,2026-03-21
C00308,ITEM_062,play,3,2026-05-26
C00803,ITEM_027,view,1,2026-02-23
C01163,ITEM_006,purchase,5,2026-04-02
C00009,ITEM_039,view,1,2026-02-26
C00941,ITEM_011,play,3,2026-01-07
C00596,ITEM_047,view,1,2026-05-11
C01161,ITEM_074,play,3,2026-05-14
C00693,ITEM_008,view,1,2026-04-30
C01005,ITEM_022,view,1,2026-01-07
C00199,ITEM_045,view,1,2026-05-06
C00170,ITEM_012,purchase,5,2026-04-19
C01111,ITEM_042,view,1,2026-03-21
C00631,ITEM_017,view,1,2026-04-22
C00670,ITEM_050,view,1,2026-01-20
C00203,ITEM_028,play,3,2026-02-07
C00272,ITEM_074,view,1,2026-01-24
C00981,ITEM_067,view,1,2026-03-22
C00363,ITEM_079,purchase,5,2026-06-11
C00700,ITEM_012,view,1,2026-01-02
C00379,ITEM_075,view,1,2026-03-22
C00316,ITEM_001,play,3,2026-02-21
C00199,ITEM_017,view,1,2026-06-18
C01115,ITEM_069,view,1,2026-04-22
C01128,ITEM_068,view,1,2026-02-09
C00138,ITEM_023,play,3,2026-02-21
C00423,ITEM_067,purchase,5,2026-04-15
C00676,ITEM_006,play,3,2026-01-09
C00459,ITEM_026,play,3,2026-01-13
C00865,ITEM_002,view,1,2026-05-02
C00312,ITEM_041,view,1,2026-05-25
C00070,ITEM_071,view,1,2026-05-14
C00404,ITEM_049,view,1,2026-01-31
C00717,ITEM_041,view,1,2026-06-05
C00216,ITEM_015,play,3,2026-02-10
C00979,ITEM_048,view,1,2026-06-07
C00014,ITEM_025,view,1,2026-02-23
C00081,ITEM_049,view,1,2026-03-31
C00610,ITEM_010,view,1,2026-06-22
C00614,ITEM_041,view,1,2026-03-15
C00353,ITEM_039,view,1,2026-05-01
C00310,ITEM_061,view,1,2026-04-16
C00083,ITEM_072,view,1,2026-01-14
C00795,ITEM_072,play,3,2026-05-23
C00454,ITEM_027,play,3,2026-03-06
C00142,ITEM_051,play,3,2026-03-27
C00479,ITEM_052,play,3,2026-02-24
C01124,ITEM_067,purchase,5,2026-06-29
C00313,ITEM_064,view,1,2026-04-10
C01073,ITEM_000,play,3,2026-04-25
C00310,ITEM_064,view,1,2026-04-05
C00223,ITEM_038,view,1,2026-02-25
C00312,ITEM_076,view,1,2026-04-16
C00387,ITEM_048,view,1,2026-05-23
C00144,ITEM_030,play,3,2026-01-18
C00705,ITEM_016,view,1,2026-01-28
C00400,ITEM_075,play,3,2026-01-30
C00861,ITEM_012,play,3,2026-06-18
C00589,ITEM_007,view,1,2026-04-14
C00531,ITEM_010,view,1,2026-03-03
C00565,ITEM_044,view,1,2026-02-05
C00187,ITEM_022,view,1,2026-05-04
C00855,ITEM_046,purchase,5,2026-04-05
C00124,ITEM_065,play,3,2026-04-23
C00865,ITEM_023,play,3,2026-05-09
C01199,ITEM_002,view,1,2026-01-18
C00916,ITEM_028,play,3,2026-05-03
C00546,ITEM_048,play,3,2026-05-10
C00377,ITEM_058,view,1,2026-02-19
C01047,ITEM_005,view,1,2026-02-26
C00308,ITEM_070,view,1,2026-04-17
C00578,ITEM_047,view,1,2026-03-10
C00925,ITEM_038,play,3,2026-06-17
C01106,ITEM_020,view,1,2026-01-18
C01105,ITEM_076,view,1,2026-01-31
C00105,ITEM_012,purchase,5,2026-05-26
C01077,ITEM_035,view,1,2026-05-03
C00136,ITEM_037,view,1,2026-06-04
C00701,ITEM_043,purchase,5,2026-01-05
C01115,ITEM_018,purchase,5,2026-01-25
C00785,ITEM_075,play,3,2026-05-31
C01136,ITEM_030,view,1,2026-05-27
C00413,ITEM_056,purchase,5,2026-05-29
C00377,ITEM_050,play,3,2026-06-11
C00391,ITEM_016,play,3,2026-02-11
C00426,ITEM_074,view,1,2026-01-18
C00819,ITEM_036,view,1,2026-02-23
C00542,ITEM_049,play,3,2026-06-29
C00884,ITEM_051,play,3,2026-04-04
C00499,ITEM_040,view,1,2026-01-01
C00369,ITEM_051,view,1,2026-05-14
C00228,ITEM_044,play,3,2026-06-01
C00661,ITEM_059,view,1,2026-01-23
C01078,ITEM_037,view,1,2026-04-11
C01030,ITEM_064,view,1,2026-05-15
C00303,ITEM_045,view,1,2026-06-22
C00573,ITEM_079,play,3,2026-04-20
C00846,ITEM_045,view,1,2026-03-02
C00734,ITEM_047,view,1,2026-06-13
C00080,ITEM_039,purchase,5,2026-03-06
C00709,ITEM_031,play,3,2026-04-24
C00046,ITEM_063,view,1,2026-06-01
C00139,ITEM_050,view,1,2026-04-06
C00784,ITEM_031,play,3,2026-05-08
C00123,ITEM_064,view,1,2026-06-01
C00406,ITEM_008,view,1,2026-04-19
C00706,ITEM_004,view,1,2026-03-17
C00786,ITEM_051,view,1,2026-04-26
C00534,ITEM_036,play,3,2026-03-14
C00112,ITEM_063,view,1,2026-05-03
C00958,ITEM_053,view,1,2026-01-15
C01139,ITEM_062,view,1,2026-01-09
C01066,ITEM_021,view,1,2026-03-27
C00898,ITEM_020,view,1,2026-01-22
C00482,ITEM_020,play,3,2026-05-12
C01051,ITEM_051,view,1,2026-02-02
C00585,ITEM_053,view,1,2026-03-31
C00163,ITEM_079,view,1,2026-02-01
C01020,ITEM_017,play,3,2026-06-15
C00384,ITEM_008,view,1,2026-06-01
C01126,ITEM_076,purchase,5,2026-01-01
C00442,ITEM_041,play,3,2026-03-13
C01043,ITEM_029,view,1,2026-06-19
C00644,ITEM_024,play,3,2026-03-30
C00560,ITEM_070,view,1,2026-06-01
C00356,ITEM_063,purchase,5,2026-01-17
C01002,ITEM_013,purchase,5,2026-03-19
C00072,ITEM_025,view,1,2026-06-06
C00562,ITEM_069,play,3,2026-02-05
C00442,ITEM_058,view,1,2026-01-02
C00652,ITEM_065,view,1,2026-05-13
C00305,ITEM_012,play,3,2026-01-15
C00797,ITEM_046,purchase,5,2026-02-24
C00463,ITEM_005,view,1,2026-05-27
C00225,ITEM_036,play,3,2026-06-10
C00236,ITEM_008,play,3,2026-01-24
C00835,ITEM_021,view,1,2026-03-31
C00314,ITEM_020,play,3,2026-05-23
C00368,ITEM_015,play,3,2026-03-12
C00752,ITEM_067,play,3,2026-03-05
C00395,ITEM_029,purchase,5,2026-04-08
C00465,ITEM_012,view,1,2026-05-20
C00293,ITEM_079,view,1,2026-01-08
C00414,ITEM_002,view,1,2026-01-10
C00831,ITEM_011,view,1,2026-01-20
C00640,ITEM_068,view,1,2026-03-03
C01197,ITEM_036,play,3,2026-02-20
C00926,ITEM_029,view,1,2026-03-28
C00020,ITEM_024,play,3,2026-02-24
C00454,ITEM_047,view,1,2026-04-23
C00347,ITEM_028,view,1,2026-02-27
C00705,ITEM_006,play,3,2026-05-31
C00318,ITEM_077,play,3,2026-02-25
C01159,ITEM_072,view,1,2026-02-14
C00359,ITEM_014,purchase,5,2026-06-04
C00626,ITEM_040,view,1,2026-04-29
C00147,ITEM_036,view,1,2026-01-09
C01091,ITEM_007,view,1,2026-01-28
C01094,ITEM_031,play,3,2026-01-09
C00952,ITEM_050,view,1,2026-05-24
C00421,ITEM_008,play,3,2026-04-23
C00070,ITEM_029,view,1,2026-06-17
C00853,ITEM_020,view,1,2026-03-01
C00514,ITEM_028,play,3,2026-01-09
C01188,ITEM_050,view,1,2026-03-24
C00837,ITEM_032,view,1,2026-01-15
C00646,ITEM_061,view,1,2026-01-27
C01184,ITEM_040,view,1,2026-05-22
C00960,ITEM_055,view,1,2026-03-10
C00550,ITEM_049,view,1,2026-06-08
C00022,ITEM_065,view,1,2026-04-03
C00111,ITEM_011,view,1,2026-04-27
C00532,ITEM_079,view,1,2026-05-31
C00674,ITEM_060,view,1,2026-03-25
C00036,ITEM_015,view,1,2026-02-27
C00151,ITEM_002,play,3,2026-05-19
C00845,ITEM_002,play,3,2026-05-30
C00901,ITEM_055,view,1,2026-02-23
C00035,ITEM_033,view,1,2026-05-29
C00609,ITEM_014,view,1,2026-06-28
C00097,ITEM_025,view,1,2026-02-04
C00868,ITEM_035,view,1,2026-06-02
C01000,ITEM_003,play,3,2026-01-16
C01043,ITEM_044,play,3,2026-06-09
C00717,ITEM_002,view,1,2026-06-10
C00754,ITEM_051,purchase,5,2026-06-03
C01111,ITEM_004,view,1,2026-03-04
C00734,ITEM_063,play,3,2026-06-17
C00535,ITEM_020,play,3,2026-04-10
C00905,ITEM_041,view,1,2026-01-12
C00709,ITEM_030,view,1,2026-06-02
C01010,ITEM_070,view,1,2026-06-13
C00629,ITEM_063,purchase,5,2026-02-24
C01042,ITEM_076,view,1,2026-02-14
C00053,ITEM_057,play,3,2026-04-13
C00043,ITEM_078,view,1,2026-03-06
C00118,ITEM_018,view,1,2026-04-26
C00667,ITEM_025,view,1,2026-03-08
C00850,ITEM_064,view,1,2026-02-09
C00259,ITEM_002,view,1,2026-02-11
C00186,ITEM_014,purchase,5,2026-04-29
C01032,ITEM_057,view,1,2026-03-20
C00900,ITEM_031,purchase,5,2026-01-03
C00778,ITEM_020,purchase,5,2026-04-01
C00586,ITEM_024,view,1,2026-05-22
C00504,ITEM_061,view,1,2026-01-27
C00024,ITEM_038,view,1,2026-02-13
C00225,ITEM_000,play,3,2026-03-06
C01076,ITEM_041,purchase,5,2026-06-16
C00406,ITEM_062,play,3,2026-03-04
C00845,ITEM_013,purchase,5,2026-05-31
C00844,ITEM_005,view,1,2026-05-02
C00371,ITEM_050,view,1,2026-06-28
C00245,ITEM_070,view,1,2026-04-15
C00830,ITEM_005,play,3,2026-02-27
C00112,ITEM_052,view,1,2026-05-09
C00593,ITEM_062,view,1,2026-01-17
C01065,ITEM_012,view,1,2026-05-22
C00853,ITEM_020,view,1,2026-02-12
C00917,ITEM_040,view,1,2026-05-01
C00099,ITEM_048,view,1,2026-04-15
C00239,ITEM_040,play,3,2026-02-13
C00330,ITEM_014,play,3,2026-03-28
C00350,ITEM_070,view,1,2026-04-01
C00232,ITEM_033,play,3,2026-05-19
C01166,ITEM_042,view,1,2026-03-25
C00197,ITEM_042,play,3,2026-01-11
C00849,ITEM_044,view,1,2026-01-14
C00704,ITEM_023,view,1,2026-04-30
C00732,ITEM_025,view,1,2026-06-11
C00257,ITEM_011,view,1,2026-03-20
C00369,ITEM_058,view,1,2026-01-17
C00727,ITEM_025,play,3,2026-01-31
C00358,ITEM_004,play,3,2026-06-25
C00832,ITEM_003,view,1,2026-05-07
C00047,ITEM_077,view,1,2026-01-06
C00087,ITEM_034,play,3,2026-02-16
C00874,ITEM_048,view,1,2026-05-12
C00740,ITEM_042,view,1,2026-04-24
C00051,ITEM_067,view,1,2026-02-21
C01078,ITEM_071,view,1,2026-05-06
C00005,ITEM_062,view,1,2026-06-12
C01146,ITEM_078,view,1,2026-06-12
C00875,ITEM_017,view,1,2026-05-29
C01185,ITEM_035,play,3,2026-03-05
C01138,ITEM_023,play,3,2026-01-05
C00375,ITEM_066,play,3,2026-03-12
C00907,ITEM_022,view,1,2026-01-04
C00253,ITEM_063,purchase,5,2026-04-13
C00565,ITEM_018,play,3,2026-04-19
C00288,ITEM_055,view,1,2026-03-03
C00583,ITEM_001,view,1,2026-01-27
C01046,ITEM_063,play,3,2026-04-05
C00523,ITEM_066,view,1,2026-01-03
C00110,ITEM_045,play,3,2026-02-19
C00389,ITEM_043,play,3,2026-06-24
C00943,ITEM_036,purchase,5,2026-06-14
C00626,ITEM_047,purchase,5,2026-04-24
C00672,ITEM_045,play,3,2026-03-09
C00517,ITEM_039,purchase,5,2026-01-02
C00351,ITEM_041,purchase,5,2026-04-28
C00717,ITEM_009,view,1,2026-03-30
C00759,ITEM_037,play,3,2026-05-09
C01077,ITEM_034,view,1,2026-01-29
C00741,ITEM_071,view,1,2026-05-30
C01194,ITEM_023,view,1,2026-05-25
C00991,ITEM_077,view,1,2026-03-19
C00094,ITEM_071,view,1,2026-01-06
C00470,ITEM_062,view,1,2026-03-25
C00461,ITEM_056,view,1,2026-03-08
C00003,ITEM_025,play,3,2026-05-17
C00216,ITEM_013,play,3,2026-02-12
C00914,ITEM_063,purchase,5,2026-01-04
C00422,ITEM_056,view,1,2026-06-26
C00177,ITEM_066,view,1,2026-02-13
C00344,ITEM_043,play,3,2026-01-15
C00329,ITEM_071,view,1,2026-06-04
C00209,ITEM_006,purchase,5,2026-05-10
C00121,ITEM_008,play,3,2026-02-18
C00916,ITEM_005,view,1,2026-03-28
C00989,ITEM_025,view,1,2026-05-04
C00595,ITEM_011,view,1,2026-05-27
C00738,ITEM_003,view,1,2026-03-09
C01103,ITEM_064,view,1,2026-02-08
C01011,ITEM_012,play,3,2026-01-03
C00039,ITEM_066,play,3,2026-06-03
C01143,ITEM_051,view,1,2026-05-27
C00080,ITEM_048,view,1,2026-06-21
C00031,ITEM_009,view,1,2026-05-15
C00483,ITEM_001,view,1,2026-02-08
C00895,ITEM_011,play,3,2026-02-13
C00096,ITEM_025,view,1,2026-02-13
C00351,ITEM_076,play,3,2026-03-24
C00315,ITEM_032,view,1,2026-06-23
C00476,ITEM_018,view,1,2026-05-05
C01183,ITEM_022,play,3,2026-03-20
C00397,ITEM_026,play,3,2026-05-13
C00250,ITEM_046,play,3,2026-05-31
C00146,ITEM_064,view,1,2026-03-14
C00237,ITEM_004,play,3,2026-06-01
C00159,ITEM_061,view,1,2026-01-04
C00688,ITEM_001,view,1,2026-02-25
C00504,ITEM_025,play,3,2026-01-31
C00597,ITEM_047,view,1,2026-02-02
C00998,ITEM_008,play,3,2026-02-06
C00696,ITEM_021,view,1,2026-03-07
C00186,ITEM_051,view,1,2026-05-11
C00452,ITEM_054,view,1,2026-04-17
C00375,ITEM_006,play,3,2026-03-21
C00992,ITEM_062,play,3,2026-03-31
